handle,title,title_len,title_convencion,handle_hash,seo_title,seo_title_len,meta_desc,meta_len,desc_words,desc_ficha_tecnica,desc_h2,desc_lista,desc_tabla,n_imgs,alt_vacios,alt_tipo_fichero,alt_cortos,imgs_pequenas,featured_alt,n_variantes,var_sin_barcode,var_sin_sku,var_sin_imagen,vendor,tipo,n_tags
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa,66,True,False,False,0,True,89,174,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa,69,True,False,False,0,True,92,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-versatil-7783-cm,Sillón exterior · estilo versátil | 77×83 cm,44,True,False,False,0,True,83,160,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-estilizado-14383-cm,Sofá terraza 2 plazas · estilo estilizado | 143×83 cm,53,True,False,False,0,True,103,166,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-18583-cm,Sofá terraza 3 plazas · estilo contemporáneo | 185×83 cm,56,True,False,False,0,True,80,177,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
mesa-de-centro-exterior-hpl-70-cm-altura-45-cm,Mesa de centro exterior HPL 70 cm · altura 45 cm,48,True,False,False,0,True,82,139,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,7
reposapies-exterior-734640-cm,Reposapiés exterior · 73×46×40 cm,33,True,False,False,0,True,78,139,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Reposapiés,6
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa,65,True,False,False,0,True,107,180,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · contemporáneo · Yina,42,True,False,False,0,True,101,174,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-elegante-6590-cm,Sillón exterior · estilo elegante | 65×90 cm,44,True,False,False,0,True,74,158,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-13090-cm,Sofá terraza 2 plazas · estilo contemporáneo | 130×90 cm,56,True,False,True,51,True,110,196,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-18590-cm,Sofá terraza 3 plazas · estilo contemporáneo | 185×90 cm,56,True,False,False,0,True,86,157,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
reposapies-exterior-605040-cm,Reposapiés exterior · 60×50×40 cm,33,True,False,False,0,True,75,139,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Reposapiés,6
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-2,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 2,68,True,False,False,0,True,89,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-2,Set jardín 3 plazas · sofisticado · Cupra,41,True,False,False,0,True,92,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-envolvente-7582-cm,Sillón exterior · estilo envolvente | 75×82 cm,46,True,False,False,0,True,86,161,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-3-plazas-estilo-contemporaneo-19882-cm,Sofá terraza 3 plazas · estilo contemporáneo | 198×82 cm,56,True,False,False,0,True,86,157,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-2-plazas-estilo-contemporaneo-15082-cm,Sofá terraza 2 plazas · estilo contemporáneo | 150×82 cm,56,True,False,False,0,True,86,162,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
mesa-de-centro-exterior-125-cm-altura-38-cm,Mesa de centro exterior 125 cm · altura 38 cm,45,True,False,False,0,True,78,132,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-3,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 3,68,True,False,False,0,True,107,174,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-3,Set jardín 3 plazas · sofisticado · Bellagio,44,True,False,False,0,True,92,157,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-estilizado-7069-cm,Sillón exterior · estilo estilizado | 70×69 cm,46,True,False,False,0,True,85,156,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-16269-cm,Sofá terraza 2 plazas · estilo contemporáneo | 162×69 cm,56,True,False,False,0,True,108,180,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-elegante-22069-cm,Sofá terraza 3 plazas · estilo elegante | 220×69 cm,51,True,False,False,0,True,81,157,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
reposapies-exterior-504540-cm,Reposapiés exterior · 50×45×40 cm,33,True,False,False,0,True,82,136,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Reposapiés,6
sillon-exterior-estilo-elegante-6578-cm,Sillón exterior · estilo elegante | 65×78 cm,44,True,False,False,0,True,74,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-12078-cm,Sofá terraza 2 plazas · estilo contemporáneo | 120×78 cm,56,True,False,True,51,True,121,185,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-sofisticado-17578-cm,Sofá terraza 3 plazas · estilo sofisticado | 175×78 cm,54,True,False,False,0,True,84,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
mesa-de-centro-exterior-90-cm-altura-41-cm,Mesa de centro exterior 90 cm · altura 41 cm,44,True,False,False,0,True,74,131,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
mesa-de-centro-exterior-120-cm-altura-41-cm,Mesa de centro exterior 120 cm · altura 41 cm,45,True,False,False,0,True,79,133,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa-2,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 2,67,True,False,False,0,True,88,174,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-elegante-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · elegante | sofá 3 plazas + 2 sillones + mesa,66,True,False,False,0,True,89,174,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-versatil-76100-cm,Sillón exterior · estilo versátil | 76×100 cm,45,True,False,False,0,True,81,164,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-145100-cm,Sofá terraza 2 plazas · estilo contemporáneo | 145×100 cm,57,True,False,False,0,True,86,159,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-sofisticado-212100-cm,Sofá terraza 3 plazas · estilo sofisticado | 212×100 cm,55,True,False,False,0,True,85,159,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-4,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 4,68,True,False,False,0,True,89,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-4,Set jardín 3 plazas · sofisticado · Albania,43,True,False,False,0,True,115,177,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
reposapies-exterior-855043-cm,Reposapiés exterior Standard 55-XL · 85×50×43 cm,48,True,False,False,0,True,78,145,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Reposapiés,6
sillon-exterior-estilo-elegante-80104-cm,Sillón exterior · estilo elegante | 80×104 cm,45,True,False,False,0,True,88,159,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-164104-cm,Sofá terraza 2 plazas · estilo contemporáneo | 164×104 cm,57,True,False,False,0,True,88,159,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-215104-cm,Sofá terraza 3 plazas · estilo contemporáneo | 215×104 cm,57,True,False,False,0,True,95,180,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
mesa-de-centro-exterior-125-cm-altura-42-cm,Mesa de centro exterior 125 cm · altura 42 cm,45,True,False,False,0,True,87,134,False,True,True,False,2,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
reposapies-exterior-855043-cm-2,Reposapiés exterior Standard XL · 85×50×43 cm,45,True,False,False,0,True,72,142,False,True,True,False,2,0,0,0,2,True,1,1,0,1,Hevea,Reposapiés,6
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-5,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 5,68,True,False,False,0,True,88,164,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa-2,Set jardín 3 plazas · contemporáneo · Bolonia XL,48,True,False,False,0,True,93,165,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-bicolor-estilo-bicolor-7376-cm,Sillón exterior bicolor · estilo bicolor | 73×76 cm,51,True,False,False,0,True,106,161,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,8
sofa-terraza-bicolor-2-plazas-estilo-bicolor-14076-cm,Sofá terraza bicolor 2 plazas · estilo bicolor | 140×76 cm,58,True,False,False,0,True,80,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,9
sofa-terraza-bicolor-3-plazas-estilo-bicolor-20076-cm,Sofá terraza bicolor 3 plazas · estilo bicolor | 200×76 cm,58,True,False,False,0,True,80,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,9
mesa-de-centro-exterior-hpl-120-cm-altura-40-cm,Mesa de centro exterior HPL 120 cm · altura 40 cm,49,True,False,False,0,True,75,140,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,8
mesa-de-centro-exterior-hpl-135-cm-altura-40-cm,Mesa de centro exterior HPL 135 cm · altura 40 cm,49,True,False,False,0,True,82,135,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,8
reposapies-exterior-bicolor-704544-cm,Reposapiés exterior bicolor · 70×45×44 cm,41,True,False,False,0,True,73,144,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Reposapiés,7
set-jardin-bicolor-2-plazas-bicolor-sofa-2-plazas-2-sillones-mesa,Set jardín bicolor 2 plazas · Diva,34,True,False,False,0,True,106,87,False,False,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,9
set-jardin-bicolor-3-plazas-bicolor-sofa-3-plazas-2-sillones-mesa,Set jardín bicolor 3 plazas · Diva,34,True,False,False,0,True,109,101,False,False,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,9
sillon-exterior-estilo-versatil-7685-cm,Sillón exterior · estilo versátil | 76×85 cm,44,True,False,False,0,True,74,155,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-13785-cm,Sofá terraza 2 plazas · estilo contemporáneo | 137×85 cm,56,True,False,False,0,True,86,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-19685-cm,Sofá terraza 3 plazas · estilo contemporáneo | 196×85 cm,56,True,False,False,0,True,86,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
set-jardin-2-plazas-contemporaneo-sofa-2-plazas-2-sillones-mesa,Set jardín 2 plazas · contemporáneo · Leisa,43,True,False,False,0,True,94,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa-3,Set jardín 3 plazas · contemporáneo · Leisa,43,True,False,False,0,True,83,162,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-moderno-7085-cm,Sillón exterior · estilo moderno | 70×85 cm,43,True,False,False,0,True,94,159,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-elegante-15085-cm,Sofá terraza 2 plazas · estilo elegante | 150×85 cm,51,True,False,False,0,True,81,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-19085-cm,Sofá terraza 3 plazas · estilo contemporáneo | 190×85 cm,56,True,False,False,0,True,86,157,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
set-jardin-2-plazas-contemporaneo-sofa-2-plazas-2-sillones-mesa-2,Set jardín 2 plazas · contemporáneo · Dounvil,45,True,False,False,0,True,94,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-elegante-sofa-3-plazas-2-sillones-mesa-2,Set jardín 3 plazas · elegante | sofá 3 plazas + 2 sillones + mesa 2,68,True,False,False,0,True,86,165,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
mesa-de-centro-exterior-90-cm-altura-40-cm-2,Mesa de centro exterior 90 cm · altura 40 cm 2,46,True,False,False,0,True,77,137,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
mesa-de-centro-exterior-120-cm-altura-40-cm-2,Mesa de centro exterior 120 cm · altura 40 cm 2,47,True,False,False,0,True,79,133,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,6
sillon-exterior-estilo-contemporaneo-68115-cm,Sillón exterior · estilo contemporáneo | 68×115 cm,50,True,False,False,0,True,87,154,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-moderno-128115-cm,Sofá terraza 2 plazas · estilo moderno | 128×115 cm,51,True,False,False,0,True,81,157,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-contemporaneo-188115-cm,Sofá terraza 3 plazas · estilo contemporáneo | 188×115 cm,57,True,False,False,0,True,87,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa-3,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 3,67,True,False,False,0,True,88,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa-4,Set jardín 3 plazas · contemporáneo · Haston,44,True,False,False,0,True,94,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
sillon-exterior-estilo-versatil-6470-cm,Sillón exterior · estilo versátil | 64×70 cm,44,True,False,False,0,True,82,157,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-elegante-13170-cm,Sofá terraza 2 plazas · estilo elegante | 131×70 cm,51,True,False,False,0,True,82,179,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-moderno-18570-cm,Sofá terraza 3 plazas · estilo moderno | 185×70 cm,50,True,False,True,50,True,159,108,True,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
mesa-de-centro-exterior-hpl-90-cm-altura-40-cm,Mesa de centro exterior HPL 90 cm · altura 40 cm,48,True,False,False,0,True,82,142,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,7
mesa-de-centro-exterior-hpl-120-cm-altura-40-cm-2,Mesa de centro exterior HPL 120 cm · altura 40 cm 2,51,True,False,False,0,True,73,129,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa centro,7
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa-4,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 4,67,True,False,False,0,True,88,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa-5,Set jardín 3 plazas · contemporáneo · Acapulco,46,True,False,True,70,True,142,109,False,False,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
pergola-aluminio-para-jardin-300300250-cm,Pérgola aluminio para jardín · 300×300×250 cm,45,True,False,True,58,True,117,192,False,True,True,False,5,0,1,0,0,True,1,1,0,1,Hevea,Pérgola,6
sillon-exterior-estilo-urbano-6670-cm,Sillón exterior · estilo urbano | 66×70 cm,42,True,False,False,0,True,114,165,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
sofa-terraza-2-plazas-estilo-contemporaneo-13370-cm,Sofá terraza 2 plazas · estilo contemporáneo | 133×70 cm,56,True,False,False,0,True,109,188,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
sofa-terraza-3-plazas-estilo-moderno-18770-cm,Sofá terraza 3 plazas · estilo moderno | 187×70 cm,50,True,False,False,0,True,86,178,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Sofá,8
set-jardin-2-plazas-contemporaneo-sofa-2-plazas-2-sillones-mesa-3,Set jardín 2 plazas · contemporáneo · Manhattan,47,True,False,False,0,True,94,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-jardin-3-plazas-urbano-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · urbano | sofá 3 plazas + 2 sillones + mesa,64,True,False,False,0,True,87,174,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto sofá,8
set-rinconera-exterior-hpl-sofisticado-sofa-de-esquina-mesa-de-centro,Set rinconera exterior HPL · sofisticado · Loira,48,True,False,False,0,True,110,91,False,False,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto rinconera,8
set-rinconera-exterior-hpl-elegante-sofa-de-esquina-mesa-de-centro,Set rinconera exterior HPL · elegante · Loira,45,True,False,False,0,True,104,151,False,False,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto rinconera,8
set-rinconera-exterior-hpl-moderno-sofa-de-esquina-mesa-de-centro,Set rinconera exterior HPL · moderno · Loira,44,True,False,False,0,True,109,100,False,False,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto rinconera,8
set-rinconera-exterior-contemporaneo-sofa-de-esquina-mesa-de-centro,Set rinconera exterior · contemporáneo · Adel,45,True,False,False,0,True,121,196,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto rinconera,7
set-rinconera-exterior-sofisticado-sofa-de-esquina-mesa-de-centro,Set rinconera exterior · sofisticado · Adel,43,True,False,False,0,True,149,153,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Conjunto rinconera,7
mesa-comedor-exterior-hpl-13590-cm,Mesa comedor exterior HPL,25,False,False,False,0,True,94,140,False,True,True,False,3,0,0,0,0,True,2,2,0,2,Hevea,Mesa comedor,7
silla-exterior-estilo-estilizado,Silla exterior · estilo estilizado,34,True,False,False,0,True,94,143,False,True,True,False,1,0,0,0,0,True,1,1,0,1,Hevea,Silla,6
silla-exterior-estilo-contemporaneo,Silla exterior · estilo contemporáneo,37,True,False,False,0,True,97,143,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Silla,6
mesa-comedor-exterior-hpl-10090-cm,Mesa comedor exterior HPL 100×90 cm,35,False,False,False,0,True,104,141,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa comedor,7
mesa-comedor-exterior-hpl-15090-cm,Mesa comedor exterior HPL 150×90 cm,35,False,False,False,0,True,104,141,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Mesa comedor,7
sillon-exterior-estilo-versatil-58100-cm,Sillón exterior · estilo versátil | 58×100 cm,45,True,False,False,0,True,84,154,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Sillón,7
tumbona-de-exterior,Tumbona de exterior,19,False,False,False,0,True,85,156,False,True,True,False,4,0,0,0,0,True,1,1,0,1,Hevea,Tumbona,7
base-de-parasol-25-kg,Base de parasol 25 kg,21,False,False,True,48,True,109,159,False,True,True,False,2,0,0,0,0,True,1,1,0,1,Hevea,Accesorios,6
set-losas-cemento-para-base-de-parasol,Set losas cemento para base de parasol,38,False,False,False,0,True,93,128,False,True,True,False,1,0,0,0,0,True,1,1,0,1,Hevea,Accesorios,6
balancin-jardin-exterior-148194-cm,Balancín jardín exterior · 148×194 cm,37,True,False,False,0,True,100,129,False,True,True,False,4,0,1,0,0,True,1,1,0,1,Hevea,Balancín,6
banco-jardin-con-mesa-integrada-220-cm,Banco jardín con mesa integrada · 220 cm,40,True,False,False,0,True,114,190,False,True,True,False,5,0,0,0,0,True,1,1,0,1,Hevea,Banco con mesa,6
banco-de-exterior-150-cm,Banco de exterior 150 cm,24,False,False,False,0,True,115,172,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Banco,6
banco-de-exterior-108-cm,Banco de exterior 108 cm,24,False,False,False,0,True,99,165,False,True,True,False,3,0,0,0,0,True,1,1,0,1,Hevea,Banco,6
balliu-tumbona-de-exterior-resina-923110d9,Tumbona exterior resina · Ø73 cm tablillas · Eva Pro T,54,True,True,True,58,True,149,158,False,True,True,False,6,0,0,0,3,True,5,5,0,5,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-b19af1ea,Tumbona exterior resina · Ø73 cm tela · Eva Pro,47,True,True,True,53,True,147,161,False,True,True,False,6,0,0,0,3,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-75-cm-009e68e4,Tumbona exterior resina · 75 cm tela · Carmen,45,True,True,False,0,True,87,165,False,True,True,False,4,0,0,0,2,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-75-cm-aca076ae,Tumbona exterior resina playa · 75 cm tela · Lola,49,True,True,True,34,True,82,179,True,True,True,False,8,0,0,0,6,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-73-cm-d369d964,Tumbona exterior resina playa · 73 cm tela · Eva RG,51,True,True,True,34,True,144,123,True,True,True,False,4,0,0,0,4,True,32,32,0,32,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-73-cm-0648657b,Tumbona exterior resina jardín · 73 cm tablillas · Eva RTG,58,True,True,True,34,True,96,119,True,True,True,False,3,0,0,0,3,True,1,1,0,1,Balliu,Tumbona,3
balliu-tumbona-de-exterior-resina-28ff014d,Tumbona exterior resina · Noa,29,True,True,True,52,True,148,190,False,True,True,False,9,0,0,0,0,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-sin-ruedas-aluminio-da3f5c24,Tumbona exterior aluminio · con/sin ruedas · Olimpia,52,True,True,False,0,True,83,156,False,True,True,False,4,0,0,0,2,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-aluminio-36870d09,Tumbona exterior aluminio · Etna,32,True,True,False,0,True,79,157,False,True,True,False,11,0,0,0,8,True,50,50,0,50,Balliu,Tumbona,3
