Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Cost per item
mesa-de-centro-exterior-120-cm-altura-40-cm,Mesa de centro exterior 120 cm · altura 40 cm,"<p>La mesa de centro ofrece una superficie amplia y práctica para conjuntos de mayor tamaño. Su diseño limpio y estructura resistente la convierten en el complemento ideal para sofás de 3 plazas, aportando funcionalidad y equilibrio visual.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 120 cm &nbsp;|&nbsp; Fondo: 60 cm &nbsp;|&nbsp; Alto: 40 cm</p>",Muebles Exterior,,Mesa centro,"exterior, terraza, jardín, mesa centro",TRUE,Title,Default Title,557-1563,0,shopify,10,deny,manual,322.31,390.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20centro%20120%20estandar.png,1,Mesa de centro exterior 120 cm · altura 40 cm,FALSE,Mesa de centro exterior 120 cm · altura 40 cm,"La mesa de centro ofrece una superficie amplia y práctica para conjuntos de mayor tamaño. Su diseño limpio y estructura resistente la convierten en el complemento ideal para sofás de 3 plazas, aportando funcionalidad y equilibrio visual.",active,215.00
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un conjunto completo y armonioso para exteriores. Diseñado para ofrecer comodidad y coherencia estética, es perfecto para terrazas que buscan un ambiente acogedor y elegante.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-010938,0,shopify,10,deny,manual,2111.57,2555.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739779545_damasco%207.jpg,1,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa,FALSE,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa,"El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un conjunto completo y armonioso para exteriores. Diseñado para ofrecer comodidad y coherencia estética, es perfecto para terrazas que buscan un ambiente acogedor y elegante.",active,1406.00
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa,"<p>El Set ofrece un salón exterior amplio y sofisticado con sofá de 3 plazas, sillones y mesa de centro. Sus asientos generosos y diseño contemporáneo garantizan confort y estilo para disfrutar al aire libre.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-010939,0,shopify,10,deny,manual,2417.36,2925.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739779545_damasco%208.jpg,1,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa,FALSE,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa,"El Set ofrece un salón exterior amplio y sofisticado con sofá de 3 plazas, sillones y mesa de centro. Sus asientos generosos y diseño contemporáneo garantizan confort y estilo para disfrutar al aire libre.",active,1609.00
sillon-exterior-estilo-versatil-7783-cm,Sillón exterior · estilo versátil | 77×83 cm,"<p>El sillón destaca por su diseño ligero y moderno. Su estructura resistente para exterior y su asiento cómodo lo convierten en una pieza versátil ideal para terrazas actuales.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 77 cm &nbsp;|&nbsp; Fondo: 72 cm &nbsp;|&nbsp; Alto: 83 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,600-010021,0,shopify,10,deny,manual,652.89,790.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/yina.jpg,1,Sillón exterior · estilo versátil | 77×83 cm,FALSE,Sillón exterior · estilo versátil | 77×83 cm,El sillón destaca por su diseño ligero y moderno. Su estructura resistente para exterior y su asiento cómodo lo convierten en una pieza versátil ideal para terrazas actuales.,active,435.00
sofa-terraza-2-plazas-estilo-estilizado-14383-cm,Sofá terraza 2 plazas · estilo estilizado | 143×83 cm,"<p>El sofá de 2 plazas combina líneas estilizadas y confort en un formato compacto. Perfecto para espacios exteriores de tamaño medio que buscan modernidad y funcionalidad.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 143 cm &nbsp;|&nbsp; Fondo: 72 cm &nbsp;|&nbsp; Alto: 83 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,600-010022,0,shopify,10,deny,manual,954.55,1155.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sof%C3%A1%20yina%202%20plazas.jpg,1,Sofá terraza 2 plazas · estilo estilizado | 143×83 cm,FALSE,Sofá terraza 2 plazas · estilo estilizado | 143×83 cm,El sofá de 2 plazas combina líneas estilizadas y confort en un formato compacto. Perfecto para espacios exteriores de tamaño medio que buscan modernidad y funcionalidad.,active,636.00
sofa-terraza-3-plazas-estilo-contemporaneo-18583-cm,Sofá terraza 3 plazas · estilo contemporáneo | 185×83 cm,"<p>El sofá de 3 plazas ofrece amplitud y elegancia en una propuesta contemporánea. Su estructura robusta y cojines confortables garantizan comodidad y resistencia en exterior.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 185 cm &nbsp;|&nbsp; Fondo: 72 cm &nbsp;|&nbsp; Alto: 83 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,600-010023,0,shopify,10,deny,manual,1210.74,1465.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sof%C3%A1%20yina%203%20plazas.jpg,1,Sofá terraza 3 plazas · estilo contemporáneo | 185×83 cm,FALSE,Sofá terraza 3 plazas · estilo contemporáneo | 185×83 cm,El sofá de 3 plazas ofrece amplitud y elegancia en una propuesta contemporánea. Su estructura robusta y cojines confortables garantizan comodidad y resistencia en exterior.,active,806.00
mesa-de-centro-exterior-hpl-70-cm-altura-45-cm,Mesa de centro exterior HPL 70 cm · altura 45 cm,"<p>La mesa de centro con tablero HPL combina diseño moderno y alta resistencia. Su superficie está preparada para soportar condiciones exteriores manteniendo su estética impecable.</p>
<ul>
  <li>Tablero en <strong>HPL de alta presión</strong>: resiste humedad, rayos UV y uso intensivo — fácil de limpiar con agua y jabón</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 70 cm &nbsp;|&nbsp; Alto: 45 cm</p>",Muebles Exterior,,Mesa centro,"exterior, terraza, jardín, mesa centro, HPL",TRUE,Title,Default Title,600-010024,0,shopify,10,deny,manual,342.98,415.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20centro%20yina.jpg,1,Mesa de centro exterior HPL 70 cm · altura 45 cm,FALSE,Mesa de centro exterior HPL 70 cm · altura 45 cm,La mesa de centro con tablero HPL combina diseño moderno y alta resistencia. Su superficie está preparada para soportar condiciones exteriores manteniendo su estética impecable.,active,229.00
reposapies-exterior-734640-cm,Reposapiés exterior · 73×46×40 cm,"<p>El reposapiés complementa el conjunto aportando mayor comodidad. Puede utilizarse como extensión del asiento o como apoyo auxiliar, manteniendo la coherencia estética de la colección.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 73 cm &nbsp;|&nbsp; Fondo: 46 cm &nbsp;|&nbsp; Alto: 40 cm</p>",Muebles Exterior,,Reposapiés,"exterior, terraza, jardín, reposapiés",TRUE,Title,Default Title,600-010025,0,shopify,10,deny,manual,264.46,320.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/reposapi%C3%A9s%20yina.jpg,1,Reposapiés exterior · 73×46×40 cm,FALSE,Reposapiés exterior · 73×46×40 cm,"El reposapiés complementa el conjunto aportando mayor comodidad. Puede utilizarse como extensión del asiento o como apoyo auxiliar, manteniendo la coherencia estética de la colección.",active,176.00
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro en un conjunto moderno y equilibrado. Ideal para crear un espacio exterior actual, cómodo y funcional.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,600-010026,0,shopify,10,deny,manual,2607.44,3155.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739779626_yina%207.jpg,1,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa,FALSE,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa,"El Set incluye sofá de 2 plazas, sillones y mesa de centro en un conjunto moderno y equilibrado. Ideal para crear un espacio exterior actual, cómodo y funcional.",active,1736.00
set-jardin-3-plazas-contemporaneo-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · contemporáneo | sofá 3 plazas + 2 sillones + mesa,"<p>El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Diseñado para aportar confort, resistencia y estilo contemporáneo en terrazas y jardines.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,600-010027,0,shopify,10,deny,manual,2863.64,3465.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739779626_yina%208.jpg,1,Set jardín 3 plazas · contemporáneo | sofá 3 plazas + 2 sillones + mesa,FALSE,Set jardín 3 plazas · contemporáneo | sofá 3 plazas + 2 sillones + mes,"El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Diseñado para aportar confort, resistencia y estilo contemporáneo en terrazas y jardines.",active,1906.00
sillon-exterior-estilo-elegante-6590-cm,Sillón exterior · estilo elegante | 65×90 cm,"<p>El sillón combina líneas modernas y estructura resistente para crear un asiento elegante y duradero para exterior. Sus proporciones equilibradas y cojines confortables ofrecen una experiencia de descanso cómoda, ideal para terrazas y jardines contemporáneos.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 65 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 90 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,557-010813,0,shopify,10,deny,manual,694.21,840.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sill%C3%B3n%20individual.png,1,Sillón exterior · estilo elegante | 65×90 cm,FALSE,Sillón exterior · estilo elegante | 65×90 cm,"El sillón combina líneas modernas y estructura resistente para crear un asiento elegante y duradero para exterior. Sus proporciones equilibradas y cojines confortables ofrecen una experiencia de descanso cómoda, ideal para terrazas y jardines contemporáneos.",active,462.00
sofa-terraza-2-plazas-estilo-contemporaneo-13090-cm,Sofá terraza 2 plazas · estilo contemporáneo | 130×90 cm,"<p>El sofá de 2 plazas es perfecto para espacios exteriores de tamaño medio. Su diseño actual y su estructura robusta garantizan estabilidad y durabilidad, mientras que sus cojines amplios aportan confort y estilo.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 130 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 90 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-010814,0,shopify,10,deny,manual,991.74,1200.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sof%C3%A1%20cupra%202%20plazas.jpg,1,Sofá terraza 2 plazas · estilo contemporáneo | 130×90 cm,FALSE,Sofá terraza 2 plazas · estilo contemporáneo | 130×90 cm,"El sofá de 2 plazas es perfecto para espacios exteriores de tamaño medio. Su diseño actual y su estructura robusta garantizan estabilidad y durabilidad, mientras que sus cojines amplios aportan confort y estilo.",active,660.00
sofa-terraza-3-plazas-estilo-contemporaneo-18590-cm,Sofá terraza 3 plazas · estilo contemporáneo | 185×90 cm,"<p>El sofá de 3 plazas ofrece amplitud y presencia en cualquier terraza. Su diseño contemporáneo y asiento profundo proporcionan comodidad y elegancia, convirtiéndolo en el centro del espacio exterior.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 185 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 90 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-010815,0,shopify,10,deny,manual,1256.20,1520.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20120%20est%C3%A1ndar%20cupra.png,1,Sofá terraza 3 plazas · estilo contemporáneo | 185×90 cm,FALSE,Sofá terraza 3 plazas · estilo contemporáneo | 185×90 cm,"El sofá de 3 plazas ofrece amplitud y presencia en cualquier terraza. Su diseño contemporáneo y asiento profundo proporcionan comodidad y elegancia, convirtiéndolo en el centro del espacio exterior.",active,836.00
reposapies-exterior-605040-cm,Reposapiés exterior · 60×50×40 cm,"<p>El reposapiés aporta un extra de comodidad al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar. Su diseño coordinado mantiene la armonía del espacio exterior.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 60 cm &nbsp;|&nbsp; Fondo: 50 cm &nbsp;|&nbsp; Alto: 40 cm</p>",Muebles Exterior,,Reposapiés,"exterior, terraza, jardín, reposapiés",TRUE,Title,Default Title,557-010785,0,shopify,10,deny,manual,223.14,270.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/reposapi%C3%A9s_est%C3%A1ndar.jpg,1,Reposapiés exterior · 60×50×40 cm,FALSE,Reposapiés exterior · 60×50×40 cm,"El reposapiés aporta un extra de comodidad al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar. Su diseño coordinado mantiene la armonía del espacio exterior.",active,149.00
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-2,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 2,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro, formando un conjunto equilibrado y elegante. Diseñado para ofrecer confort y resistencia en exterior, es ideal para crear un ambiente acogedor y moderno.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-010816,0,shopify,10,deny,manual,2611.57,3160.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739542096_CUPRA%207.jpg,1,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 2,FALSE,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 2,"El Set incluye sofá de 2 plazas, sillones y mesa de centro, formando un conjunto equilibrado y elegante. Diseñado para ofrecer confort y resistencia en exterior, es ideal para crear un ambiente acogedor y moderno.",active,1738.00
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-2,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 2,"<p>El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Su diseño contemporáneo y asientos cómodos lo convierten en una solución perfecta para terrazas sofisticadas.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-010817,0,shopify,10,deny,manual,2966.94,3590.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739542096_CUPRA%208.jpg,1,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 2,FALSE,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa ,"El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Su diseño contemporáneo y asientos cómodos lo convierten en una solución perfecta para terrazas sofisticadas.",active,1975.00
sillon-exterior-estilo-envolvente-7582-cm,Sillón exterior · estilo envolvente | 75×82 cm,"<p>El sillón destaca por su diseño elegante y proporciones envolventes. Pensado para exterior, combina estructura resistente y confort en una pieza ideal para crear rincones relajados con estilo.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 75 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 82 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,557-1089,0,shopify,10,deny,manual,541.32,655.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sillon%20bellagio%201.jpg,1,Sillón exterior · estilo envolvente | 75×82 cm,FALSE,Sillón exterior · estilo envolvente | 75×82 cm,"El sillón destaca por su diseño elegante y proporciones envolventes. Pensado para exterior, combina estructura resistente y confort en una pieza ideal para crear rincones relajados con estilo.",active,361.00
sofa-terraza-3-plazas-estilo-contemporaneo-19882-cm,Sofá terraza 3 plazas · estilo contemporáneo | 198×82 cm,"<p>El sofá de 3 plazas aporta amplitud y carácter al espacio exterior. Con asiento profundo y diseño equilibrado, crea un ambiente acogedor ideal para reuniones y momentos de relax.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 198 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 82 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-1090,0,shopify,10,deny,manual,1016.53,1230.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/bellagio%203%20plazas.png,1,Sofá terraza 3 plazas · estilo contemporáneo | 198×82 cm,FALSE,Sofá terraza 3 plazas · estilo contemporáneo | 198×82 cm,"El sofá de 3 plazas aporta amplitud y carácter al espacio exterior. Con asiento profundo y diseño equilibrado, crea un ambiente acogedor ideal para reuniones y momentos de relax.",active,677.00
sofa-terraza-2-plazas-estilo-contemporaneo-15082-cm,Sofá terraza 2 plazas · estilo contemporáneo | 150×82 cm,"<p>El sofá de 2 plazas ofrece una combinación perfecta entre sofisticación y comodidad. Su diseño contemporáneo y cojines generosos aportan elegancia y confort en terrazas modernas.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 150 cm &nbsp;|&nbsp; Fondo: 75 cm &nbsp;|&nbsp; Alto: 82 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-1091,0,shopify,10,deny,manual,719.01,870.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/bellagio%202%20plazas.png,1,Sofá terraza 2 plazas · estilo contemporáneo | 150×82 cm,FALSE,Sofá terraza 2 plazas · estilo contemporáneo | 150×82 cm,El sofá de 2 plazas ofrece una combinación perfecta entre sofisticación y comodidad. Su diseño contemporáneo y cojines generosos aportan elegancia y confort en terrazas modernas.,active,479.00
